Incident Date,Incident Time,Incident Year,Incident Day of Week,Incident ID,Incident Number,Incident Category,Incident Subcategory,Incident Description,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude
12/4/24,18:00,2024,Wednesday,1448510,246161589,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",09TH AVE \ IRVING ST,Taraval,Inner Sunset,37.76403809,-122.4663086
12/18/24,10:30,2024,Wednesday,1448516,246161783,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",DUBOCE AVE \ ELGIN PARK,Mission,Mission,37.76982117,-122.4231491
12/4/24,13:00,2024,Wednesday,1448520,246161391,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",FELL ST \ FRANKLIN ST,Northern,Hayes Valley,37.77615738,-122.4211502
11/20/24,21:00,2024,Wednesday,1448530,240728262,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",30TH AVE \ LAWTON ST,Taraval,Sunset/Parkside,37.75744629,-122.4885178
12/18/24,2:00,2024,Wednesday,1448533,240778085,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",18TH ST \ OAKWOOD ST,Mission,Mission,37.76148987,-122.4250259
12/18/24,10:00,2024,Wednesday,1448536,240217110,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",MINNA ST \ RUSS ST,Southern,South of Market,37.77965927,-122.4092865
12/18/24,21:30,2024,Wednesday,1448540,240780212,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",BRIDGEVIEW DR \ SCOTIA AVE \ THORNTON AVE,Bayview,Bayview Hunters Point,37.73170471,-122.3994217
12/11/24,0:01,2024,Wednesday,1448541,240780187,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",CLEMENTINA ST \ GALLAGHER LN,Southern,South of Market,37.78154755,-122.4028473
12/18/24,21:00,2024,Wednesday,1448542,240780278,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",BUCHANAN ST \ PAGE ST,Northern,Hayes Valley,37.77345657,-122.4273605
12/18/24,18:30,2024,Wednesday,1448555,240780438,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",CLAY ST \ LAGUNA ST,Northern,Pacific Heights,37.79133987,-122.4292679
12/18/24,23:00,2024,Wednesday,1448556,240780416,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",22ND ST \ CAPP ST,Mission,Mission,37.75550079,-122.4176559
12/18/24,23:10,2024,Wednesday,1448564,240780529,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",ELLIS ST \ LAGUNA ST,Northern,Western Addition,37.78298569,-122.4275818
12/18/24,17:00,2024,Wednesday,1448570,240780591,Assault,Aggravated Assault,"Assault, W/ Caustic Chemical to Injure or Disfigure",LEE AVE \ OCEAN AVE,Taraval,West of Twin Peaks,37.72345734,-122.4541168
12/18/24,18:30,2024,Wednesday,1448577,240780579,Malicious Mischief,Vandalism,"Malicious Mischief, Tire Slashing",DOLPHIN CT \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.7277565,-122.3716431
12/18/24,10:53,2024,Wednesday,1448580,240780654,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",17TH ST \ SANCHEZ ST,Mission,Castro/Upper Market,37.76275253,-122.4307251
11/20/24,1:00,2024,Wednesday,1446253,246157942,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",LEAVENWORTH ST \ PINE ST,Central,Nob Hill,37.79025269,-122.4155579
12/4/24,17:00,2024,Wednesday,1446283,246157801,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",21ST ST \ EUREKA ST,Park,Castro/Upper Market,37.75589371,-122.4378052
12/4/24,0:00,2024,Wednesday,1446284,246157839,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",06TH AVE \ KIRKHAM ST,Park,Inner Sunset,37.76045227,-122.4628448
11/20/24,15:00,2024,Wednesday,1446299,240724812,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",02ND ST \ KING ST,Central,Mission Bay,37.77986145,-122.3895874
11/27/24,16:45,2024,Wednesday,1446303,240740125,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",OCEANVIEW TER \ PALMETTO AVE \ RAMSELL ST \ WORCESTER AVE,Ingleside,Oceanview/Merced/Ingleside,37.71068192,-122.4661636
12/4/24,17:00,2024,Wednesday,1446356,240762135,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",20TH AVE \ EUCALYPTUS DR,Taraval,Lakeshore,37.73110199,-122.4759293
7/3/24,0:48,2024,Wednesday,1446363,240762129,Malicious Mischief,Other,"Phone Calls, Harassing",ELLIS ST \ MASON ST,Tenderloin,Tenderloin,37.78528214,-122.4095001
11/27/24,14:05,2024,Wednesday,1446395,246157328,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",GOLDEN GATE AVE \ VAN NESS AVE,Northern,Tenderloin,37.78103256,-122.4204407
12/4/24,15:38,2024,Wednesday,1446499,240762793,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",CLARION ALY \ VALENCIA ST,Mission,Mission,37.76291656,-122.4216919
12/11/24,0:33,2024,Wednesday,1446559,240763779,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",HAGIWARA TEA GARDEN DR \ MUSIC CONCOURSE DR,Richmond,Golden Gate Park,37.77166367,-122.4672165
12/11/24,1:00,2024,Wednesday,1446563,240763791,Assault,Simple Assault,Battery,CLAY ST \ HYDE ST,Central,Nob Hill,37.79280472,-122.4177628
12/11/24,2:03,2024,Wednesday,1446568,240763832,Burglary,Burglary - Other,"Burglary, Non-residential, Att. Forcible",06TH ST \ CLEMENTINA ST,Southern,South of Market,37.77894211,-122.4061661
12/11/24,4:10,2024,Wednesday,1446571,240763854,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",GREEN ST \ POLK ST,Northern,Russian Hill,37.79782486,-122.4221497
10/9/24,15:00,2024,Wednesday,1446592,246158683,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",HOWARD ST \ SPEAR ST,Southern,Financial District/South Beach,37.79130936,-122.3925247
11/27/24,13:26,2024,Wednesday,1446600,246158752,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",BEACH ST \ RETIRO WAY,Northern,Marina,37.80423737,-122.4380035
11/27/24,12:43,2024,Wednesday,1446629,240764197,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",EDDY ST \ GOUGH ST,Northern,Western Addition,37.78247833,-122.4241104
12/11/24,0:27,2024,Wednesday,1446632,240764200,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",MISSION ST \ SYCAMORE ST,Mission,Mission,37.76271439,-122.4194412
12/11/24,2:35,2024,Wednesday,1446643,240764363,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",02ND AVE \ BALBOA ST,Richmond,Inner Richmond,37.77743149,-122.4597244
12/11/24,9:22,2024,Wednesday,1446650,240764288,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",BEVERLY ST \ HOLLOWAY AVE,Taraval,West of Twin Peaks,37.7216301,-122.4716721
12/11/24,10:08,2024,Wednesday,1446655,240764391,Assault,Simple Assault,Battery,EDDY ST \ LEAVENWORTH ST,Tenderloin,Tenderloin,37.78372192,-122.414238
12/11/24,8:00,2024,Wednesday,1446657,240764539,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",ARGUELLO BLVD \ LAKE ST,Richmond,Presidio Heights,37.78691483,-122.4592819
12/11/24,9:00,2024,Wednesday,1446661,240764501,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",GREAT HWY \ LINCOLN WAY,Richmond,Sunset/Parkside,37.76396942,-122.5098343
12/4/24,19:00,2024,Wednesday,1446663,240764589,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",15TH ST \ NATOMA ST,Mission,Mission,37.76675797,-122.4184036
12/11/24,9:30,2024,Wednesday,1446668,240764551,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",04TH ST \ KING ST,Southern,Mission Bay,37.77633286,-122.3940353
12/11/24,4:30,2024,Wednesday,1446676,240764357,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",PINE ST \ STOCKTON ST,Central,Financial District/South Beach,37.79129791,-122.4073257
12/11/24,5:15,2024,Wednesday,1446677,240764595,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",GOUGH ST \ HAYES ST,Northern,Hayes Valley,37.77688217,-122.4229813
12/11/24,11:00,2024,Wednesday,1446687,240764727,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",OFARRELL ST \ POWELL ST,Central,Tenderloin,37.78641129,-122.4080353
12/11/24,11:09,2024,Wednesday,1446688,240764686,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",OFARRELL ST \ POWELL ST,Central,Tenderloin,37.78641129,-122.4080353
12/11/24,13:16,2024,Wednesday,1446691,240764783,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $200-$950 (other than Pickpocket)",13TH ST \ SOUTH VAN NESS AVE,Mission,Mission,37.76981354,-122.4177551
12/11/24,11:00,2024,Wednesday,1446696,240764608,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",CAPITOL AVE \ OCEAN AVE,Taraval,West of Twin Peaks,37.72453308,-122.4592133
12/11/24,13:43,2024,Wednesday,1446699,240764915,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",MINNA ST \ NEW MONTGOMERY ST,Southern,Financial District/South Beach,37.78701019,-122.3999786
12/11/24,13:00,2024,Wednesday,1446736,240764993,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",CLAYTON ST \ FULTON ST,Park,Lone Mountain/USF,37.77539063,-122.449707
12/11/24,14:10,2024,Wednesday,1446741,240765004,Assault,Simple Assault,Battery,03RD ST \ HOLLISTER AVE,Bayview,Bayview Hunters Point,37.72171402,-122.3959427
11/27/24,19:00,2024,Wednesday,1446747,240765123,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",23RD AVE \ BALBOA ST,Richmond,Outer Richmond,37.77640152,-122.4823151
12/11/24,14:37,2024,Wednesday,1446749,240765082,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",ALAMEDA ST \ HAMPSHIRE ST,Mission,Mission,37.7682991,-122.4087448
12/11/24,14:37,2024,Wednesday,1446749,240765082,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",ALAMEDA ST \ HAMPSHIRE ST,Mission,Mission,37.7682991,-122.4087448
12/11/24,6:00,2024,Wednesday,1446753,240765189,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",23RD ST \ VALENCIA ST,Mission,Mission,37.75370407,-122.4208145
12/11/24,11:00,2024,Wednesday,1446754,240764614,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",CAPITOL AVE \ OCEAN AVE,Taraval,West of Twin Peaks,37.72453308,-122.4592133
12/11/24,14:40,2024,Wednesday,1446758,240765117,Larceny Theft,Larceny Theft - Other,Theft from Merchant or Library,CENTRAL AVE \ FULTON ST,Park,Lone Mountain/USF,37.77601624,-122.4447784
12/11/24,14:02,2024,Wednesday,1446759,240764937,Assault,Simple Assault,Battery,16TH ST \ CAPP ST,Mission,Mission,37.76511765,-122.4185791
12/11/24,12:30,2024,Wednesday,1446775,240765446,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",CORTLAND AVE \ WOOL ST,Ingleside,Bernal Heights,37.73912048,-122.4171371
12/11/24,14:30,2024,Wednesday,1446782,240765515,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",02ND ST \ FOLSOM ST,Southern,Financial District/South Beach,37.78554153,-122.3967056
12/11/24,8:30,2024,Wednesday,1446783,240765571,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",LAKESHORE PLZ \ SLOAT BLVD,Taraval,Sunset/Parkside,37.73405075,-122.4904404
12/11/24,14:37,2024,Wednesday,1446785,240765565,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",GOLDEN GATE AVE \ STEINER ST,Northern,Western Addition,37.7793541,-122.4335938
12/11/24,18:05,2024,Wednesday,1446795,240745539,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",GRANT AVE \ PACIFIC AVE,Central,Chinatown,37.7969017,-122.4068298
12/11/24,17:24,2024,Wednesday,1446796,240765521,Assault,Simple Assault,Battery,ELLIS ST \ JONES ST,Tenderloin,Tenderloin,37.78486633,-122.4127808
12/11/24,17:24,2024,Wednesday,1446796,240765521,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $50-$200 (other than Pickpocket)",ELLIS ST \ JONES ST,Tenderloin,Tenderloin,37.78486633,-122.4127808
12/11/24,19:07,2024,Wednesday,1446801,240765684,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",03RD ST \ LA SALLE AVE,Bayview,Bayview Hunters Point,37.73717117,-122.3898621
12/11/24,19:28,2024,Wednesday,1446804,240765775,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",ELLIS ST \ WEBSTER ST,Northern,Western Addition,37.78256989,-122.4308014
12/11/24,17:30,2024,Wednesday,1446806,240765496,Assault,Simple Assault,Battery,ELLIS ST \ POWELL ST,Central,Financial District/South Beach,37.78549194,-122.4078522
12/11/24,13:30,2024,Wednesday,1446813,240765606,Assault,Simple Assault,Battery,24TH ST \ OSAGE ALY,Mission,Mission,37.7522049,-122.419014
12/11/24,15:55,2024,Wednesday,1446820,240765242,Assault,Simple Assault,Battery,CLAY ST \ FRONT ST,Central,Financial District/South Beach,37.7951622,-122.399147
12/11/24,19:24,2024,Wednesday,1446828,240765888,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",EDDY ST \ MASON ST,Tenderloin,Tenderloin,37.78434753,-122.4093094
12/11/24,19:24,2024,Wednesday,1446828,240765888,Assault,Simple Assault,Battery,EDDY ST \ MASON ST,Tenderloin,Tenderloin,37.78434753,-122.4093094
12/11/24,20:02,2024,Wednesday,1446830,240765872,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",PARNASSUS AVE \ STANYAN ST,Park,Inner Sunset,37.76451111,-122.4525681
12/11/24,20:08,2024,Wednesday,1446832,240765816,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",06TH ST \ GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST,Tenderloin,South of Market,37.78223038,-122.4102936
12/11/24,4:30,2024,Wednesday,1446835,240765769,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",CUMBERLAND ST \ GUERRERO ST,Mission,Mission,37.7591629,-122.4236145
12/11/24,19:30,2024,Wednesday,1446837,240765963,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",OFARRELL ST \ POWELL ST,Central,Tenderloin,37.78641129,-122.4080353
12/11/24,20:05,2024,Wednesday,1446838,240765844,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",GEARY ST \ JONES ST,Central,Tenderloin,37.78672791,-122.4131622
12/11/24,18:50,2024,Wednesday,1446843,240765662,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",06TH ST \ MISSION ST,Southern,South of Market,37.78097153,-122.4087067
12/11/24,20:17,2024,Wednesday,1446845,240765822,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",09TH ST \ MISSION ST,Southern,South of Market,37.77622986,-122.414711
12/11/24,23:56,2024,Wednesday,1446850,240766096,Assault,Simple Assault,Battery,22ND ST \ CAPP ST,Mission,Mission,37.75550079,-122.4176559
12/11/24,13:00,2024,Wednesday,1446853,240766052,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",14TH ST \ BELCHER ST \ BOYNTON CT,Park,Castro/Upper Market,37.76766205,-122.4300842
12/11/24,23:30,2024,Wednesday,1446855,240766080,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",18TH ST \ CASTRO ST,Mission,Castro/Upper Market,37.76088715,-122.4349976
12/11/24,19:50,2024,Wednesday,1446856,240765907,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",05TH ST \ CLARA ST,Southern,South of Market,37.77945709,-122.4023743
12/11/24,23:37,2024,Wednesday,1446858,240757631,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",15TH ST \ MISSION ST,Mission,Mission,37.76667404,-122.4198227
11/6/24,19:00,2024,Wednesday,1446877,246159023,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",BAY SHORE BLVD \ PAUL AVE,Bayview,Bayview Hunters Point,37.72361755,-122.4007874
12/11/24,19:00,2024,Wednesday,1446895,240766331,Motor Vehicle Theft,Motor Vehicle Theft (Attempted),"Vehicle, Stolen, Attempted",18TH AVE \ FULTON ST,Richmond,Golden Gate Park,37.77291107,-122.4766922
12/4/24,20:00,2024,Wednesday,1446900,240752471,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Forcible Entry",31ST AVE \ BALBOA ST,Richmond,Outer Richmond,37.77600861,-122.4908829
12/11/24,22:30,2024,Wednesday,1446901,240766416,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, Att.",GEARY ST \ LARKIN ST,Central,Tenderloin,37.78610229,-122.4180908
12/11/24,15:30,2024,Wednesday,1446903,240766450,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",ARELIOUS WALKER DR \ CARROLL AVE,Bayview,Bayview Hunters Point,37.71966553,-122.3840866
12/11/24,21:30,2024,Wednesday,1446907,240766535,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",20TH ST \ CAPP ST,Mission,Mission,37.75869751,-122.4179611
12/11/24,16:00,2024,Wednesday,1446918,240766676,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",EXETER ST \ SALINAS AVE,Bayview,Bayview Hunters Point,37.72130203,-122.3990097
12/11/24,17:00,2024,Wednesday,1446928,240766739,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",BELMONT AVE \ WILLARD ST,Park,Inner Sunset,37.76266861,-122.45401
12/11/24,22:00,2024,Wednesday,1446929,240766682,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",22ND ST \ RHODE ISLAND ST,Bayview,Potrero Hill,37.75712204,-122.4018326
12/11/24,10:51,2024,Wednesday,1446933,240766610,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",CLAY ST \ POLK ST,Northern,Russian Hill,37.7923851,-122.421051
12/11/24,15:00,2024,Wednesday,1446935,240766579,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",EGBERT AVE \ INGALLS ST,Bayview,Bayview Hunters Point,37.72159958,-122.3907471
12/11/24,20:30,2024,Wednesday,1446942,240766864,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",KING ST \ THE EMBARCADERO \ TOWNSEND ST,Southern,Financial District/South Beach,37.78179932,-122.3883057
11/20/24,0:00,2024,Wednesday,1446944,240766905,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",48TH AVE \ IRVING ST,Taraval,Sunset/Parkside,37.76219177,-122.5082016
12/11/24,18:00,2024,Wednesday,1446947,240766472,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",SURREY ST \ VAN BUREN ST,Ingleside,Glen Park,37.73588943,-122.4358368
12/11/24,19:00,2024,Wednesday,1446955,240767050,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",ALABAMA ST \ MARIPOSA ST,Mission,Mission,37.76291656,-122.4121704
11/27/24,19:18,2024,Wednesday,1446969,246158956,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",CHESTNUT ST \ STEINER ST,Northern,Marina,37.80060959,-122.4378891
12/4/24,16:42,2024,Wednesday,1446973,246159017,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",HOLLADAY AVE \ RUTLEDGE ST,Bayview,Bernal Heights,37.74502945,-122.405571
9/11/24,18:37,2024,Wednesday,1446974,246159095,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",26TH ST \ RHODE ISLAND ST,Bayview,Bayview Hunters Point,37.75063324,-122.4012299
12/11/24,18:10,2024,Wednesday,1446989,240767210,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",EDDY ST \ LARKIN ST,Tenderloin,Tenderloin,37.78330994,-122.4175262
12/11/24,16:45,2024,Wednesday,1446992,240767298,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",SOMERSET ST \ WOOLSEY ST,Ingleside,Portola,37.72419357,-122.4065552
12/11/24,19:24,2024,Wednesday,1446996,240767254,Malicious Mischief,Other,"Phone Calls, Harassing",OFARRELL ST \ SECURITY PACIFIC PL,Southern,Financial District/South Beach,37.78674698,-122.4053497
